accident_cause,driver_age,hour,vehicles_involved,casualties,accident_area,lanes,driving_experience,casualty_age,vehicle_movement
10.0,0.6523462475831382,6.0,1.0,0.0,7.042961257250585,2.9570387427494147,1.0,1.7382687620843091,2.0
10.176840797495561,1.9115796012522188,13.734738803756656,0.0,0.0,11.557898006261095,3.8231592025044376,1.8176840797495561,1.0,2.0
3.102773065595243,0.3794453868809514,20.0,0.3794453868809514,1.1383361606428544,6.0,2.8616638393571456,3.3794453868809513,0.7588907737619028,0.7588907737619028
9.161867474394638,1.0,6.0,1.0,0.0,8.514397576816084,2.8266144641524944,2.676265051210722,2.514397576816083,2.838132525605361
11.373677714275642,0.0,21.747355428551284,0.626322285724358,0.0,8.373677714275642,1.686838857137821,0.626322285724358,0.686838857137821,2.0
4.719586833810789,1.0,19.280413166189213,0.5701032915473028,3.0,6.0,3.1402065830946055,2.0,4.1402065830946055,4.149483542263486
7.538970928595477,0.6484244183707824,18.0,1.0,3.0,7.703151163258435,4.703151163258435,1.2593697673483129,5.0,3.2968488367415647
9.322004962441104,2.0,11.0,0.0,0.0,6.677995037558895,3.3559900751177896,2.3559900751177896,2.2880198497644204,2.0
9.117450685535651,1.1174506855356519,15.117450685535651,1.1174506855356519,0.11745068553565186,6.117450685535652,0.2349013710713037,1.8825493144643481,0.0,7.234901371071304
6.8883995969434615,2.469244534012564,18.0,1.0,1.234622267006282,6.765377732993718,1.765377732993718,1.234622267006282,5.0,2.0
11.950521658844101,0.0,18.049478341155897,1.0,0.0,7.0,4.0,0.2623695852889747,3.5247391705779494,2.0
2.4080819866214735,0.2959590066892632,20.704040993310738,1.0,2.7040409933107368,6.0,4.5919180133785265,1.2367672053514105,0.2959590066892632,3.4080819866214735
9.177193812484038,0.1771938124840381,20.822806187515962,1.0,0.3543876249680762,7.0,3.6456123750319236,1.1417550499872304,5.0,2.0
6.785622429783762,2.0,13.678647975180198,0.5357295950360397,0.0,6.53572959503604,3.0714591900720793,1.5357295950360397,5.0,2.0
0.02003438407721514,0.0,1.2003438407721514,0.02003438407721514,3.0200343840772153,7.0,2.0,1.0,0.02003438407721514,3.9599312318455695
9.0,0.0,20.436082652039545,1.0,0.0,6.859020663009886,3.689845458621749,1.0,4.7180413260197716,2.0
4.321153614971139,2.0,16.321153614971138,1.0,0.0,6.678846385028861,4.0,2.3211536149711387,5.0,2.0
9.0,1.0,9.505076793036492,0.747461603481754,0.747461603481754,8.494923206963508,2.5050767930364923,0.747461603481754,2.242384810445262,2.0
16.423404833810615,2.7693619335242463,3.9225522659030148,0.8846809667621232,1.7693619335242463,8.769361933524246,2.0,3.7693619335242463,4.538723867048493,2.0
9.227709550411197,1.544580899177606,20.2277095504112,0.0,0.0,2.0,3.544580899177606,3.227709550411197,3.861452247944015,2.0
1.0,1.0,19.703286660388848,0.9010955534629489,1.8021911069258978,0.5934266792223066,3.6043822138517956,2.901095553462949,0.0,2.0
11.133174312149766,0.0,22.133174312149766,0.0,0.0,5.966110092524183,2.0,1.7336513757004672,0.5665871560748832,2.0
10.3783482122339,0.8738839292553667,19.6216517877661,1.0,1.7477678585107335,7.0,2.2522321414892668,1.57299107265966,4.747767858510733,2.0
3.0,2.43729601716689,12.87459203433378,0.56270398283311,1.12540796566622,7.31188805150067,2.87459203433378,4.25081593133244,0.43729601716689004,2.0
4.071606976795474,1.0,19.928393023204528,0.7320982558011316,3.0,6.0,3.464196511602263,2.0,4.464196511602263,3.339508720994342
9.683388633143418,1.6833886331434176,12.416943165717088,0.31661136685658253,0.31661136685658253,9.0,4.73355453257367,2.366777266286835,1.633222733713165,2.0
7.317237078888929,2.4390790262963096,13.841381460555535,0.0,0.0,2.5609209737036904,5.43907902629631,1.5609209737036904,0.2804604868518452,2.0
9.283662155271472,1.0,17.0,0.0,3.0,6.0,2.0,1.6737625492469324,2.0212876477407975,5.368812746234662
9.072287869100423,2.0,17.855424261799154,1.072287869100423,1.0,7.0,2.0,1.0,4.638560654497884,2.5060150837029616
9.652475612915085,1.6524756129150844,12.262378064575422,0.3475243870849155,0.3475243870849155,9.0,4.6099024516603375,2.3049512258301688,1.695048774169831,2.0
1.6582383073952132,0.6708808463023934,20.329119153697608,1.0,2.3291191536976066,6.0,5.341761692604787,1.5367046770419148,0.6708808463023934,2.658238307395213
2.1428773029640347,0.8571226970359651,18.0,1.0,2.5714386514820173,6.000070560374122,4.285754605928069,1.4285613485179827,5.0,2.0
1.0,0.7544981889725282,21.245501811027474,1.0,3.0,2.473010866164831,3.5089963779450564,2.5089963779450564,4.245501811027472,2.754498188972528
1.0,1.348421072019748,15.606315711921008,0.6968421440394961,0.34842107201974803,6.0,0.0,2.0,0.0,4.438947504138236
12.832261770672481,0.832261770672481,6.658094165379848,1.0,0.16773822932751903,6.0,1.503214687982557,2.6645235413449617,3.496785312017443,3.1741676052926335
13.0,1.0,15.459318505098633,1.0,2.081362989802736,10.244088969408207,5.081362989802736,2.459318505098632,5.0,2.0
10.0,0.6795073249283824,6.0,1.0,0.0,6.961478025214853,3.038521974785147,1.0,1.602463375358088,2.0
1.3481145761170046,1.6518854238829954,8.08868745670203,0.6518854238829953,0.0,6.348114576117005,2.3911312543297973,1.3481145761170046,0.0,2.3481145761170046
12.845337752609641,1.0,8.038665561847589,1.0,0.038665561847589514,6.115996685542768,1.0386655618475895,2.922668876304821,3.9613344381524103,2.0
11.816583704824223,0.0,15.55024888552733,1.0,3.0,1.6507466565819877,4.0,0.3668325903515528,3.449751114472671,2.0
11.78706000363626,1.1064699981818702,11.0,0.0,0.0,6.89353000181813,2.0,1.8935300018181298,1.4258799927274803,2.0
2.8777842947300387,0.12221570526996128,15.755568589460077,1.0,2.9388921473650194,6.1833235579049415,4.0,1.1222157052699613,0.0,4.8166764420950585
0.21956036008882263,0.21956036008882263,17.780439639911176,0.7804396399111774,2.3413189197335322,6.780439639911178,3.1217585596447095,1.2195603600888227,0.0,2.0
9.291233334949252,0.15750370334461072,6.0,1.0,0.0,8.763744444983084,1.1260029626756887,1.0,4.606240741638473,2.0
2.0815540472442757,0.0,21.0,1.0,0.9184459527557244,7.61229730183715,3.224594603674299,2.38770269816285,1.530743254592874,9.0
1.495421943558094,0.743132915337141,16.743132915337142,1.247710971779047,0.0,7.0,4.495421943558094,0.752289028220953,0.752289028220953,2.0
0.76860037512104,0.38430018756052,5.22730206316572,0.0,1.8470994373184402,7.0,2.0,1.38430018756052,0.0,3.61569981243948
9.944658001449547,1.0,6.276709992752265,0.9446580014495471,0.0,6.055341998550453,4.0,0.9446580014495471,0.0,2.0
11.380256761917344,0.19012838095867224,15.809871619041328,1.8098716190413278,1.3802567619173445,9.760513523834689,2.760513523834689,2.8098716190413278,0.9506419047933612,3.6197432380826555
1.0,1.9841754851150772,18.031649029769845,1.0,2.0,1.9683509702301545,2.0316490297698455,2.0158245148849225,4.920877425575386,2.0
4.231794952943731,1.0,20.82402929243661,1.0,2.82402929243661,6.1759707075633905,3.64805858487322,1.964805858487322,5.0,2.0
11.664926004557644,1.4450246651474519,13.77487667426274,0.5549753348525481,0.5549753348525481,6.554975334852548,3.1099506697050963,2.1099506697050963,5.0,2.0
0.7047180295170502,0.2952819704829498,12.476409852414749,1.0,3.1141540885511505,7.0,2.5905639409658994,1.2952819704829497,0.7047180295170502,2.0
3.0,0.5930936656307418,17.209208445825677,0.8023021114564194,2.4069063343692583,9.80230211145642,4.0,1.1976978885435807,0.1976978885435806,2.0
9.8203143589833,0.36406287179665997,16.63593712820334,1.0,0.36406287179665997,7.0,4.0,2.36406287179666,5.0,2.63593712820334
14.334847647741032,0.6669695295482063,17.333030470451792,1.0,0.9990914113553808,11.00090858864462,2.6660609409035874,1.3330304704517937,2.3339390590964126,3.3339390590964126
12.682369333244942,1.0,16.447061555540824,1.0,0.0,10.341184666622471,1.4470615555408237,1.0,3.5529384444591763,2.8941231110816474
12.736239280337944,1.065940179915514,15.197820539746541,1.0,2.934059820084486,12.736239280337944,5.736239280337944,2.131880359831028,4.868119640168972,2.0
15.562661028897198,1.0,16.708440685931464,1.0,0.4373389711028026,12.145779657034268,2.58311862813707,1.1457796570342675,3.291559314068535,3.708440685931465
8.385596304222606,1.0,14.795198768074203,1.102400615962899,2.795198768074202,8.795198768074203,3.1024006159628987,1.897599384037101,4.4879969201855054,3.795198768074202
11.73694955222858,1.1315252238857099,19.21084865668574,0.86847477611429,2.60542432834287,9.0,2.52610089554284,2.13152522388571,1.0,2.0
11.704956741200444,0.0,18.295043258799556,1.0,0.0,7.0,4.0,0.32376081469988915,3.6475216293997783,2.0
0.23076838998035432,0.0,11.0,1.0,4.0,3.1538419499017714,1.2307683899803543,1.0,3.307694830058937,2.769231610019646
9.208970122988248,1.0,15.0,1.0,0.0,6.208970122988249,0.4179402459764976,1.5820597540235024,0.8358804919529952,6.582059754023502
0.4086418576736469,2.591358142326353,4.225925573020941,1.0,1.1827162846527062,7.774074426979059,3.0730865138610826,1.591358142326353,1.7740744269790594,2.0
9.22983052773335,1.22983052773335,10.14915263866675,0.77016947226665,0.77016947226665,9.0,2.9193221109334,1.4596610554667,2.5403389445333,2.0
0.0,0.4786867974805912,19.12787921511645,0.4786867974805912,0.4786867974805912,8.042626405038817,5.042626405038818,0.9573735949611824,2.0852528100776353,3.5639396075582264
11.375694830531867,4.0,20.187847415265935,0.8121525847340667,0.0,6.406076292367033,1.6243051694681334,0.0,3.7817711228989,2.0
18.0,1.0,16.25368128162119,1.0,0.12684064081059532,5.365796795947023,3.7463187183788094,2.1268406408105953,0.0,6.365796795947023
9.0,0.09648742493115081,1.0643249499541005,0.03216247497705027,2.96783752502295,4.03216247497705,2.0,3.9356750500458997,3.0643249499541003,2.03216247497705
1.2083122190664202,0.0,11.52078054766605,1.0,3.89584389046679,7.20831221906642,2.0,1.0,1.2083122190664202,2.0
6.91249609727846,0.0,21.347917317120256,0.6520826828797434,0.34791731712025664,7.695834634240513,4.0,0.6520826828797434,5.0,2.0
1.5249236249032425,0.26246181245162126,16.0,0.7375381875483787,0.0,6.212614562645136,4.0,1.5249236249032425,1.0,2.0
9.0,1.0,14.989570146429465,0.9973925366073663,0.0,7.0,5.994785073214732,1.9947850732147325,0.0,2.0
10.48704226385107,2.7435211319255353,19.115281697888303,0.6282394340372324,0.6282394340372324,6.628239434037233,1.2564788680744647,0.6282394340372324,5.0,2.0
8.411513836288973,0.823027672577948,17.411513836288975,1.0,0.411513836288974,7.0,3.1769723274220523,1.5884861637110261,5.0,2.588486163711026
10.0,2.0,14.0,0.0,0.0,10.388383330841101,5.0744111127726,2.4446466676635596,1.0,2.0
1.0,0.42826628658823007,15.14346742682354,1.0,0.42826628658823007,7.42826628658823,4.0,1.42826628658823,0.785866856705885,2.0
13.220644518017474,0.4441289036034948,16.444128903603495,1.5558710963965052,0.5558710963965052,10.332386710810484,2.0,2.1117421927930105,1.3323867108104843,4.0
1.2858056208802848,0.42870843132042724,15.714194379119714,0.8570971895598576,0.0,7.285805620880285,4.0,1.1429028104401424,1.0,2.0
9.767368513590363,0.7673685135903616,20.232631486409637,1.0,1.5347370271807232,7.0,2.4652629728192768,1.6138948108722893,5.0,2.0
4.029912944858499,1.0,18.3880348220566,1.0,3.0,6.8059825889717,1.0,1.5820522330849007,3.6119651779433997,2.0
2.6138149554232517,1.6413744543503885,6.0,1.0,0.0,6.537938318474417,2.313099563480311,1.0,0.8965638641240287,2.0
3.0,0.8131177919689799,21.18688220803102,0.8131177919689799,2.6262355839379596,6.56064662409306,4.0,1.6262355839379599,5.0,2.0
1.0,1.0595364811714323,16.76185407531427,0.11907296234286457,0.05953648117143229,6.0,0.0,2.0,0.0,2.4167553682000262
9.664305857689616,1.0,15.0,1.0,0.0,7.0,3.3427765692415363,0.6713882846207682,2.6572234307584637,3.9929175730688478
10.940227372039622,1.5298863139801888,12.589658941940566,0.0,0.0,9.649431569900944,3.0597726279603776,1.8940227372039622,1.0,2.0
2.316658045846295,0.6833419541537047,18.26663218338518,1.3416709770768525,0.34167097707685234,6.658329022923148,1.3166580458462953,2.6583290229231475,0.0,9.0
9.079471665854495,1.0794716658544945,15.079471665854495,1.0794716658544945,0.07947166585449461,6.079471665854495,0.15894333170898922,1.9205283341455055,0.0,7.158943331708989
18.0,1.0,17.01183856359176,1.0,0.5059192817958797,3.4704035910206015,2.9881614364082405,2.5059192817958795,0.0,4.4704035910206015
9.0,1.6394150234117533,13.721169953176494,1.6394150234117533,0.6394150234117533,2.524094836117727,3.2788300468235065,2.360584976588247,0.36058497658824673,0.7211699531764935
8.489822525005232,0.8724556312513081,15.76526621249215,0.8724556312513081,2.6173668937539243,8.719402388752878,2.872455631251308,2.051017747499477,5.0,3.744911262502616
1.0,0.0,9.766795187083261,0.8766795187083262,3.8766795187083263,7.0,2.2466409625833474,1.098656385033339,1.0,2.2466409625833474
8.503897697736184,2.1023386186417103,21.0,0.0,0.0,6.23937636836221,2.0,2.820467723728342,5.0,2.0
9.0,2.0,18.0,1.0,1.6557244745924984,8.311448949184996,2.0,2.9671734237774947,3.6885510508150032,2.0
2.4673769185517136,0.0,22.0,0.2663115407241432,1.5326230814482864,8.467376918551714,3.4673769185517136,0.2663115407241432,5.0,2.0
11.536052395988772,3.268026197994386,19.90203929699158,0.36598690100280706,0.36598690100280706,6.365986901002807,0.7319738020056141,0.36598690100280706,5.0,2.0
9.0,1.7864422597481235,2.1909615064987493,0.5954807532493746,2.4045192467506253,4.595480753249374,2.0,2.8090384935012507,4.190961506498749,2.5954807532493747
1.661114168666116,0.4462952771112947,16.0,1.0,2.1074094457774106,8.10740944577741,2.8925905542225894,1.4462952771112947,1.661114168666116,2.0
0.3098593631776634,1.0,19.876056254728933,1.0,3.0,6.0619718726355325,1.0,3.814084382093402,2.123943745271065,2.0
4.932000881163062,1.0,20.723999874119563,1.0,2.7239998741195626,6.276000125880437,3.447999748239125,1.9447999748239124,5.0,2.0
0.5509892444962233,0.0,21.550989244496222,1.0,3.0,7.898021511007554,3.7960430220151067,1.0,5.0,5.143075288526436
9.770413014896715,1.0,7.147934925516427,0.7704130148967145,0.0,6.2295869851032855,4.0,0.7704130148967145,0.0,2.0
9.370890312238425,2.5164387510462998,19.0,2.0,0.0,7.0,2.887329063284725,0.7417806244768501,1.2582193755231499,2.0
7.574200310299336,0.5390665977112588,6.0,1.0,0.0,8.19140010343311,1.431253278169007,1.0,3.6523335057218533,2.0
9.4106762482827,0.41067624828270033,20.5893237517173,1.0,0.8213524965654007,7.0,3.1786475034345996,1.3285409986261603,5.0,2.0
3.559322814029972,0.2796614070149861,16.559322814029972,1.0,3.0,6.279661407014986,3.1610157789550417,1.0,1.1186456280599444,4.161015778955042
11.829172142566877,1.3902759524777075,14.048620237611463,0.6097240475222925,0.6097240475222925,6.609724047522293,3.219448095044585,2.219448095044585,5.0,2.0
0.9393673210494464,0.0,18.0,1.0,3.0,7.626244880699631,4.626244880699631,1.0,1.5656122017490777,2.0
2.4592935611795643,0.5407064388204358,13.837174244718257,0.4592935611795642,1.3778806835386925,7.918587122359129,2.0,1.5407064388204357,1.3778806835386925,2.5407064388204357
2.131001462711003,0.0,21.565500731355502,0.4344992686444985,0.5655007313555015,10.303497805933496,4.0,0.4344992686444985,5.0,2.0
9.694066074855957,1.6118678502880863,8.141537476008303,0.6940660748559568,0.0,4.776264299423827,4.611867850288086,1.0,0.0,2.0
3.0,0.0,18.0,1.0,3.0,9.23228994844249,5.535420103115019,1.0,3.8385502577875474,2.0
8.939856688252314,0.31328556275077135,17.0,1.0,0.0,7.0,4.208857041833848,2.104428520916924,5.0,3.2088570418338476
1.0,0.0,21.35454420626433,1.0,1.0636326187929845,10.227278968678359,3.290911587471344,1.0,5.0,2.0
8.242613735737033,0.04852274714740645,16.951477252852595,1.0,0.04852274714740645,7.0,4.0,2.0485227471474063,5.0,2.9514772528525937
9.0,3.6372798101230877,16.823678860738525,1.274559620246175,0.0,5.186399050615438,4.725440379753825,0.36272018987691246,1.274559620246175,2.0
0.7877018826989478,0.0,21.787701882698947,1.0,3.0,7.424596234602104,2.8491924692042088,1.0,5.0,3.4860868211073655
3.0,2.099307130444315,15.200923826074247,0.3002309565185617,0.9006928695556851,9.300230956518561,4.0,1.6997690434814383,0.6997690434814383,2.0
11.588856549303188,1.2055717253484066,11.61671517604522,0.0,0.0,8.027858626742033,2.4111434506968132,1.9588856549303186,1.0,2.0
2.8571232339823434,1.0,21.0,1.0,3.0,5.642808084955858,4.0,2.0714383830088283,4.928561616991171,2.0714383830088283
10.0,1.0,17.45257292803624,1.0,2.1788593920543606,7.547427071963759,3.1788593920543606,1.290514585607248,4.72628646401812,3.4525729280362407
4.599474010151188,1.4668419966162705,1.977894664410847,0.4889473322054235,2.5110526677945764,6.444736661027118,2.6845262650875927,3.0221053355891527,3.0,2.0
2.4044267368166494,0.5955732631833508,18.0,1.0,2.7022133684083247,6.915493578858272,4.808853473633299,1.2977866315916753,5.0,2.0
0.9536856078309195,1.0,14.09262878433816,0.5231571960845403,0.5231571960845403,7.0,3.0463143921690805,2.0,0.0,2.47684280391546
15.814358357084473,0.687765479583496,16.0,1.312234520416504,0.312234520416504,6.936703561249512,3.375530959166992,2.312234520416504,0.0,6.063296438750488
1.5700358185191365,0.0,18.144946272221294,1.0,3.0,7.570035818519137,1.2850179092595684,1.7149820907404316,0.8550537277787048,1.2850179092595684
9.0,1.0,13.922128523479977,0.7305321308699942,0.0,7.0,5.461064261739988,1.4610642617399885,0.0,2.0
1.5535601629315494,0.0,21.723219918534227,1.0,3.0,6.723219918534225,2.553560162931549,1.0,3.6160995926711266,2.553560162931549
9.285323129074579,1.285323129074579,10.426615645372895,0.7146768709254209,0.7146768709254209,9.855969387223737,2.570646258149158,1.2282585032596633,2.429353741850842,2.0
5.687720884221649,0.6160398736826215,20.848119621047864,1.3839601263173784,0.0,7.0,1.6160398736826216,2.6160398736826216,0.0,2.6160398736826216
8.854492021594012,1.0,15.687304787043592,1.0,0.6873047870435922,7.0,1.7708984043188025,0.22910159568119748,4.0,4.312695212956408
12.57157022265199,0.2856198515653392,16.42876029686932,1.1428099257826696,0.1428099257826696,7.28561985156534,4.0,0.0,2.5715702226519914,2.0
12.204979943204346,1.0,19.180080227182618,1.0,2.590040113591309,8.590040113591309,2.409959886408691,2.2049799432043455,1.8199197728173822,2.0
9.628176788559673,1.371823211440327,17.371823211440326,1.3140883942798365,1.0,7.6281767885596725,2.0,1.628176788559673,3.429558028600818,2.628176788559673
3.0,1.8795377596034748,16.24092448079305,0.5602311201982626,1.6806933605947878,7.319306639405212,4.0,2.0,2.120462240396525,2.0
3.980608286892004,1.5922433147568016,18.019391713107996,0.7961216573784008,0.0,6.611635027864797,4.407756685243198,2.3883649721352023,4.796121657378401,2.6116350278647977
12.583037929639069,0.09717298827317833,15.291518964819534,1.0,2.805654023453643,0.09717298827317833,3.805654023453643,0.2915189648195349,3.6113080469072867,2.0
15.17216755776206,1.0,16.448111705174707,1.0,0.8278324422379388,12.275944147412647,3.103776589650585,1.2759441474126463,3.5518882948252926,3.4481117051747074
10.0,0.8421427963872676,8.105356990968168,0.5789286018063662,0.0,7.736785805419099,1.4210713981936338,1.0,5.0,2.0
12.583984406892235,1.0,17.0,0.0,3.0,6.0,2.0,1.2022879418725378,0.6068638256176139,3.0114397093626897
3.0,0.3880276183415142,11.776055236683028,1.3880276183415141,1.0,8.223944763316972,4.0,1.0,3.059861908292429,2.0
3.0,0.0,14.44152725078032,1.0,1.9832935002229484,9.0,4.983293500222948,1.0,5.0,2.0
1.704752945487081,1.295247054512919,10.228517672922486,0.2952470545129191,0.0,6.704752945487081,2.1771482327077516,1.704752945487081,0.0,2.7047529454870807
0.7690936731964834,2.4618126536070335,18.0,1.0,2.0,2.9236253072140665,1.7690936731964833,2.0,5.0,2.0
8.606067021353752,0.6060670213537529,15.787865957292494,1.0,0.0,6.393932978646247,1.5757319145849884,2.0,1.9696648932312355,5.424268085415012
9.540980000082467,1.4590199999175342,17.459019999917533,1.270490000041233,1.0,7.540980000082466,2.0,1.5409800000824658,3.6475499997938354,2.540980000082466
0.6212165261707301,1.0,19.17171129843903,0.0,0.0,4.0,2.4141443507804867,1.4141443507804867,0.20707217539024336,2.0
9.0,0.0,18.508141987172714,1.0,0.0,6.377035496793178,2.6294780929449932,1.0,3.7540709935863577,2.0
9.024174866686606,1.9919417111044648,21.98388342220893,1.0,3.0,9.0,2.0,2.0,1.0,2.0
10.482724832172577,0.24136241608628828,17.069100671309695,1.5172751678274234,0.0,7.0,1.2413624160862882,2.0,0.24136241608628828,2.0
2.251773288660968,0.0,21.625886644330485,0.37411335566951587,0.6258866443304841,10.122340067008547,4.0,0.37411335566951587,5.0,2.0
0.8178233249204562,0.5465300252386314,1.3643533501590877,0.18217667507954383,2.817823324920456,7.364353350159088,3.8906939949522736,1.8364353350159088,1.3643533501590877,3.635646649840912
9.455610788102714,1.4556107881027134,8.278053940513566,0.5443892118972867,0.0,7.63316763569186,2.3266335271383722,2.0887784237945732,3.9112215762054268,2.5443892118972866
5.801037425148643,1.5994812874256783,17.0,1.0,0.0,6.0,3.5594294161682463,2.5994812874256783,4.599481287425679,2.0
9.647582544270978,1.0,7.762087278645108,0.6475825442709784,0.0,6.352417455729022,4.0,0.6475825442709784,0.0,2.0
1.0,0.9963870674657613,21.00361293253424,1.0,3.0,1.021677595205432,3.9927741349315227,2.9927741349315227,4.003612932534239,2.9963870674657613
1.5073885901770239,0.25369429508851193,16.0,0.7463057049114881,0.0,6.238917114734464,4.0,1.5073885901770239,1.0,2.0
9.0,1.0,13.024434591175009,0.506108647793752,0.0,7.0,5.012217295587504,1.012217295587504,0.0,2.0
16.762625300576058,1.0,16.618687349711973,1.0,0.0,9.712124098271827,2.7626253005760573,1.3813126502880286,1.8560620491359137,5.143937950864086
0.19677259399391145,3.8032274060060884,18.0,1.0,2.065590864664637,6.0,1.1967725939939116,2.0,4.868818270670726,2.0
15.820319712735166,2.4101598563675832,16.705079928183793,1.0,0.2949200718162083,7.0,5.410159856367583,3.0,5.0,4.115239784551376
14.825855609410961,1.9129278047054803,16.45646390235274,1.0,0.5435360976472599,7.0,4.912927804705481,3.0,5.0,3.36939170705822
1.0515586136365713,0.5257793068182857,11.525779306818286,0.47422069318171434,1.8968827727268573,4.628896534091428,1.5257793068182857,1.5257793068182857,1.8968827727268573,3.0
9.41590888380417,1.4159088838041698,16.292045558097914,1.707954441902085,0.7079544419020849,7.0,2.58409111619583,1.292045558097915,1.4602277904895755,7.24772665141251
1.0,0.4051769005094231,21.594823099490576,1.0,3.0,4.568938596943461,2.810353801018846,1.8103538010188462,4.5948230994905765,2.405176900509423
9.0,2.0,19.94501422073645,0.027492889631774653,0.027492889631774653,2.137464448158873,3.945014220736451,2.945014220736451,5.0,2.0
3.0,0.0,18.194100991511966,1.0,3.0,9.805899008488035,4.129400661007977,1.0647003305039884,0.25880132201595396,2.0
3.0,1.0,16.532259825574318,0.2661299127871585,0.7983897383614753,4.532259825574317,4.0,2.7338700872128414,1.532259825574317,2.0
14.42486925972829,3.0,3.0,1.0,2.0,7.712434629864145,2.0,3.3562173149320724,5.0,2.321891342533964
9.346967075624484,1.0,16.04090122687345,1.0,3.0,8.306065848751032,3.346967075624484,1.7918197546253096,5.0,4.0
9.791614796743549,0.0,21.0,1.0,0.0,10.95807398371774,4.633291837394839,1.474968878046129,3.416770406512904,2.0
2.1087586158001357,0.0,16.0,1.0,1.6631379237002035,6.445620692099932,4.0,1.0,0.44562069209993216,3.6631379237002033
0.051993431411300306,0.051993431411300306,21.8960131371774,0.051993431411300306,0.10398686282260061,8.8440197057661,6.0,0.09358817654034056,3.844019705766099,4.844019705766099
3.7985471057155453,0.6996367764288863,17.39927355285777,1.0,2.098910329286659,7.0,1.9010896707133411,1.0,3.098910329286659,2.0
1.0,0.945752156444605,3.3643803911115127,0.4728760782223025,1.5813717653330925,6.527123921777697,3.3379734904887766,1.421699137422158,0.5271239217776975,3.054247843555395
10.534368078440863,0.465631921559137,17.068736156881727,1.0,1.603104235322589,9.0,2.603104235322589,1.5343680784408629,2.396895764677411,2.0
10.002312498138764,0.0009910706308988715,5.999008929369101,1.0,0.000660713753932507,9.0,1.0003303568769661,1.0009910706308989,5.0,2.0
6.66741208729854,0.0,21.38876465211691,0.61123534788309,0.38876465211691,7.77752930423382,4.0,0.61123534788309,5.0,2.0
10.773998118508619,1.6130009407456911,16.321994355525852,0.3869990592543089,1.1609971777629267,10.839002822237074,3.2260018814913822,1.8773998118508617,1.0,2.0
9.0,3.5035817774144604,16.021490664486763,1.0071635548289206,0.0,4.517908887072302,4.992836445171079,0.4964182225855397,1.0071635548289206,2.0
10.0,1.1903031102712298,15.61939377945754,0.8096968897287702,0.0,9.0,1.951515551356149,1.3806062205424596,3.4290906691863103,2.0
9.123695577040841,1.123695577040842,14.876304422959159,0.8763044229591579,0.0,7.247391154081685,2.4947823081633684,3.0,1.0,2.0
12.433606733186691,0.855464422271103,13.0,2.0,1.0,2.289071155457794,5.144535577728897,2.0,0.0,0.0
1.0,0.0,21.192107639199424,1.0,0.5763229175982673,11.039461804002888,3.6157847216011554,1.0,5.0,2.0
9.0,1.2065584086278678,14.586883182744264,1.2065584086278678,0.20655840862786767,5.554091139604926,2.4131168172557356,2.793441591372132,0.7934415913721323,1.5868831827442647
3.0,1.0,16.068664342285707,0.03433217114285325,0.10299651342855975,4.0686643422857065,4.0,2.9656678288571467,1.0686643422857065,2.0
9.0,0.0,20.93025680234171,1.0,0.0,6.982564200585427,3.96164124128794,1.0,4.965128401170855,2.0
16.730298669542744,2.595448004314114,16.460597339085485,1.1348506652286288,0.13485066522862865,6.595448004314115,6.0,2.8651493347713712,4.325746673856857,4.325746673856857
4.362884355727841,1.4203605444659801,17.05747618873814,1.4203605444659801,1.5796394555340199,0.0,4.0,2.5796394555340196,0.0,1.1592789110680397
11.777408674485867,1.1112956627570665,11.0,0.0,0.0,6.888704337242934,2.0,1.8887043372429335,1.445182651028266,2.0
6.138908906841314,0.7847272267103286,16.784727226710327,0.21527277328967143,3.0,6.0,2.430545546579343,1.7847272267103285,2.354181680130986,6.569454453420657
11.882259318745747,0.5588703406271263,17.279435170313562,1.0,0.27943517031356313,7.0,3.4411296593728737,0.27943517031356313,3.5588703406271263,2.0
10.758968262096388,0.482063475807222,16.0,2.0,1.0,8.517936524192779,2.0,2.517936524192778,0.0,5.205158689518055
11.004959979093108,1.4975200104534458,11.0,0.0,0.0,6.502479989546554,2.0,1.5024799895465542,2.990080041813783,2.0
9.22175851893141,1.0,14.611922591870034,1.0,0.0,6.944560370267148,1.9445603702671477,3.0,1.1663188891985565,2.0
11.332517754303431,1.5558274152321894,14.88834516953562,0.4441725847678105,0.4441725847678105,9.779137076160946,4.0,2.3330071017213725,2.776690339071242,2.0
18.0,1.0,16.67687086365319,1.0,0.3384354318265945,4.307822840867027,3.323129136346811,2.3384354318265945,0.0,5.307822840867027
9.688583205978823,2.0657496179364694,0.31141679402117683,0.6885832059788232,1.6228335880423537,7.442916029894116,3.3771664119576466,3.3114167940211767,0.9342503820635306,2.0
0.3852578242365521,1.0,19.48632290101793,0.0,0.0,4.0,2.2568385494910346,1.2568385494910346,0.1284192747455173,2.0
9.96617871242848,2.0,16.06764257514304,1.9661787124284809,1.0,7.0,2.0,1.0,0.16910643785759627,8.763250986999365
1.0,1.0,20.404330059347544,1.0,2.4043300593475423,3.978349703262289,5.191339881304915,2.2851960712170505,2.2129901780426264,2.4043300593475423
9.7847351140861,1.7847351140860992,13.354205342258298,0.0,0.0,8.569470228172198,5.569470228172198,2.354205342258298,0.7847351140860993,2.0
12.0,0.8148670149654462,20.555398955103662,0.8148670149654462,2.4446010448963387,9.0,2.0,1.6297340299308924,1.0,2.0
